stop_id,boardings,alightings,location
8568,9.4,11.6,"{'latitude': '41.970324', 'longitude': '-87.83671'}"
8569,8.5,14.3,"{'latitude': '41.97016688', 'longitude': '-87.8365123'}"
8570,7.2,20.5,"{'latitude': '41.9684881', 'longitude': '-87.83679061'}"
8571,9.7,2.3,"{'latitude': '41.96831462', 'longitude': '-87.83659368'}"
8572,14.9,6.5,"{'latitude': '41.96675324', 'longitude': '-87.83683553'}"
8573,7.3,4,"{'latitude': '41.96687089', 'longitude': '-87.83654091'}"
8574,2.1,0.4,"{'latitude': '41.9666926', 'longitude': '-87.83899323'}"
8575,2.9,6.5,"{'latitude': '41.96643918', 'longitude': '-87.83920144'}"
8576,1.6,0.2,"{'latitude': '41.96663038', 'longitude': '-87.84150374'}"
8577,0.4,1.3,"{'latitude': '41.96638235', 'longitude': '-87.84180735'}"
8578,4.9,1,"{'latitude': '41.96656947', 'longitude': '-87.84392564'}"
8579,0.3,1.8,"{'latitude': '41.96635355', 'longitude': '-87.84400205'}"
8580,3.7,1,"{'latitude': '41.96660773', 'longitude': '-87.8463169'}"
8581,1,5,"{'latitude': '41.96628915', 'longitude': '-87.84606577'}"
8582,0,0,"{'latitude': '41.96809926', 'longitude': '-87.84630803'}"
8583,0.2,0.2,"{'latitude': '41.96824099', 'longitude': '-87.84664758'}"
8584,3.8,1.2,"{'latitude': '41.96999826', 'longitude': '-87.84633903'}"
8585,0.1,2.4,"{'latitude': '41.97020199', 'longitude': '-87.84662757'}"
8586,11.8,2.4,"{'latitude': '41.97127129', 'longitude': '-87.84633406'}"
8587,0.8,3.2,"{'latitude': '41.97130272', 'longitude': '-87.84658292'}"
8588,22.9,5.6,"{'latitude': '41.973622', 'longitude': '-87.846405'}"
8589,4,20.1,"{'latitude': '41.973774', 'longitude': '-87.846551'}"
8590,27.1,2.6,"{'latitude': '41.974865', 'longitude': '-87.846407'}"
8591,3.7,16.1,"{'latitude': '41.975017', 'longitude': '-87.846553'}"
8592,12.3,3.3,"{'latitude': '41.97672168', 'longitude': '-87.84636946'}"
8593,0.5,6.4,"{'latitude': '41.9768211', 'longitude': '-87.84655049'}"
8594,88,8.5,"{'latitude': '41.97841432', 'longitude': '-87.8429221'}"
8595,9.5,71.4,"{'latitude': '41.97852497', 'longitude': '-87.84299182'}"
8596,11.4,1.1,"{'latitude': '41.97942', 'longitude': '-87.841474'}"
8597,0.5,9.4,"{'latitude': '41.979315', 'longitude': '-87.841559'}"
8598,5.6,1.7,"{'latitude': '41.980882', 'longitude': '-87.841454'}"
8599,0.4,2.5,"{'latitude': '41.98094895', 'longitude': '-87.8415783'}"
8600,0.8,1.6,"{'latitude': '41.981024', 'longitude': '-87.839159'}"
8601,2.3,0.5,"{'latitude': '41.98115737', 'longitude': '-87.83897127'}"
8602,0.4,2.7,"{'latitude': '41.980132', 'longitude': '-87.837007'}"
8603,1.3,0,"{'latitude': '41.980314', 'longitude': '-87.837184'}"
8604,0,5,"{'latitude': '41.85802997', 'longitude': '-87.62247902'}"
8605,2.5,29.7,"{'latitude': '41.884536', 'longitude': '-87.630755'}"
8606,1,26.3,"{'latitude': '41.884525', 'longitude': '-87.634182'}"
8607,0.4,49.7,"{'latitude': '41.884519', 'longitude': '-87.636677'}"
8608,3.1,9.7,"{'latitude': '41.872218', 'longitude': '-87.629236'}"
8609,1.4,0.6,"{'latitude': '41.85802554', 'longitude': '-87.62218471'}"
8613,43.6,66.2,"{'latitude': '41.884688', 'longitude': '-87.620796'}"
8614,86.8,40.5,"{'latitude': '41.985508', 'longitude': '-87.660241'}"
8615,74.8,1.5,"{'latitude': '41.981756', 'longitude': '-87.669863'}"
8616,35.6,1.1,"{'latitude': '41.97991834', 'longitude': '-87.66984583'}"
8617,41.7,3.4,"{'latitude': '41.978092', 'longitude': '-87.669764'}"
8618,100.1,10.9,"{'latitude': '41.976266', 'longitude': '-87.669732'}"
8619,302.6,73.9,"{'latitude': '41.97585693', 'longitude': '-87.67949793'}"
8620,5.7,102.5,"{'latitude': '41.97640854', 'longitude': '-87.66948886'}"
8621,2,51.1,"{'latitude': '41.977902', 'longitude': '-87.669574'}"
8622,0.8,53.2,"{'latitude': '41.97972141', 'longitude': '-87.66958082'}"
8623,0.5,102,"{'latitude': '41.981569', 'longitude': '-87.669653'}"
8625,8.3,0,"{'latitude': '41.980388', 'longitude': '-87.823749'}"
8627,5.8,129.1,"{'latitude': '41.747604', 'longitude': '-87.884297'}"
8628,203.4,83.7,"{'latitude': '41.750192', 'longitude': '-87.882337'}"
8629,79.9,64.9,"{'latitude': '41.769102', 'longitude': '-87.625246'}"
8630,0,18.3,"{'latitude': '41.750001', 'longitude': '-87.683067'}"
8631,1.4,13.3,"{'latitude': '41.75755', 'longitude': '-87.7324'}"
8704,4,0.4,"{'latitude': '41.737384', 'longitude': '-87.672675'}"
8705,15,4.8,"{'latitude': '41.739181', 'longitude': '-87.672724'}"
8706,12.5,3.3,"{'latitude': '41.741', 'longitude': '-87.672781'}"
8707,18,11.7,"{'latitude': '41.742807', 'longitude': '-87.672839'}"
8708,14.6,2.9,"{'latitude': '41.74475698', 'longitude': '-87.67289678'}"
8709,6.7,4.3,"{'latitude': '41.74654998', 'longitude': '-87.67294378'}"
8710,9.5,2.9,"{'latitude': '41.74836698', 'longitude': '-87.67300478'}"
8711,88.8,56.5,"{'latitude': '41.75014159', 'longitude': '-87.67304025'}"
8712,7.3,4.3,"{'latitude': '41.751897', 'longitude': '-87.673106'}"
8713,17.3,4.4,"{'latitude': '41.75375', 'longitude': '-87.673163'}"
8714,24.6,9.7,"{'latitude': '41.755565', 'longitude': '-87.673203'}"
8715,20.3,28.7,"{'latitude': '41.75921389', 'longitude': '-87.6732961'}"
8716,19.1,7.3,"{'latitude': '41.761074', 'longitude': '-87.673365'}"
8717,10.9,7.5,"{'latitude': '41.762911', 'longitude': '-87.673401'}"
8718,15.4,7.5,"{'latitude': '41.7647101', 'longitude': '-87.67343864'}"
8719,15.6,4.2,"{'latitude': '41.766592', 'longitude': '-87.673499'}"
8720,22.6,22,"{'latitude': '41.7683442', 'longitude': '-87.67353087'}"
8721,3.4,5.2,"{'latitude': '41.770173', 'longitude': '-87.673584'}"
8722,15.4,12.5,"{'latitude': '41.772003', 'longitude': '-87.673643'}"
8723,16.2,17.8,"{'latitude': '41.773791', 'longitude': '-87.67368'}"
8724,8.8,4.8,"{'latitude': '41.775602', 'longitude': '-87.67373'}"
8725,2.3,4,"{'latitude': '41.777441', 'longitude': '-87.673774'}"
8726,23.8,60.4,"{'latitude': '41.77918767', 'longitude': '-87.67381135'}"
8727,13,22.4,"{'latitude': '41.781086', 'longitude': '-87.673852'}"
8728,5.8,6.3,"{'latitude': '41.782851', 'longitude': '-87.673863'}"
8729,5.3,3.6,"{'latitude': '41.784674', 'longitude': '-87.673916'}"
8730,9.8,11.5,"{'latitude': '41.78651849', 'longitude': '-87.67399429'}"
8731,3.1,8.1,"{'latitude': '41.78840464', 'longitude': '-87.67399161'}"
8732,6.7,13.6,"{'latitude': '41.79024064', 'longitude': '-87.67402761'}"
8733,3.2,5.1,"{'latitude': '41.79203012', 'longitude': '-87.67416837'}"
8735,25.5,40.6,"{'latitude': '41.7941033', 'longitude': '-87.67420671'}"
8736,3.9,2,"{'latitude': '41.795657', 'longitude': '-87.674178'}"
8738,3.5,2.3,"{'latitude': '41.79932449', 'longitude': '-87.67436987'}"
8739,14.2,18,"{'latitude': '41.801125', 'longitude': '-87.674365'}"
8740,7.9,2.9,"{'latitude': '41.802944', 'longitude': '-87.674425'}"
8741,5.3,2.6,"{'latitude': '41.805097', 'longitude': '-87.67449'}"
8742,15.9,11.7,"{'latitude': '41.806645', 'longitude': '-87.674548'}"
8749,127.5,9.3,"{'latitude': '41.83210957', 'longitude': '-87.67525049'}"
8750,87.5,20.7,"{'latitude': '41.833939', 'longitude': '-87.675298'}"
8751,4.3,3.8,"{'latitude': '41.844776', 'longitude': '-87.675492'}"
8752,0.7,4.6,"{'latitude': '41.846473', 'longitude': '-87.675573'}"
8753,101.3,35.8,"{'latitude': '41.84883167', 'longitude': '-87.67565529'}"
8755,1.9,4.8,"{'latitude': '41.84645716', 'longitude': '-87.67577552'}"
8756,5.5,41.2,"{'latitude': '41.8447483', 'longitude': '-87.67577709'}"
8757,6.4,55.2,"{'latitude': '41.834104', 'longitude': '-87.675443'}"
8758,6.7,105.9,"{'latitude': '41.83191788', 'longitude': '-87.67539647'}"
8759,387,564.1,"{'latitude': '41.78642785', 'longitude': '-87.73844437'}"
8766,3.7,20.3,"{'latitude': '41.806811', 'longitude': '-87.674693'}"
8767,4.1,9.1,"{'latitude': '41.805002', 'longitude': '-87.674637'}"
8768,7.8,16.4,"{'latitude': '41.80317748', 'longitude': '-87.67464076'}"
8770,5.1,7.4,"{'latitude': '41.79909567', 'longitude': '-87.6745507'}"
8771,5.6,11.4,"{'latitude': '41.7976408', 'longitude': '-87.67447427'}"
8772,1.7,10.4,"{'latitude': '41.7958358', 'longitude': '-87.67440526'}"
8774,53.3,23.8,"{'latitude': '41.7934248', 'longitude': '-87.67436707'}"
8775,5.3,6,"{'latitude': '41.79213871', 'longitude': '-87.67434399'}"
8776,7.2,15.8,"{'latitude': '41.79035023', 'longitude': '-87.67427428'}"
8777,7,2.4,"{'latitude': '41.78849684', 'longitude': '-87.67417032'}"
8778,9.4,8.6,"{'latitude': '41.786725', 'longitude': '-87.67420183'}"
8779,4.8,2.8,"{'latitude': '41.784825', 'longitude': '-87.674061'}"
8780,23.7,21,"{'latitude': '41.783003', 'longitude': '-87.674008'}"
8781,0,0.2,"{'latitude': '41.781251', 'longitude': '-87.673997'}"
8782,54.4,32.4,"{'latitude': '41.77943582', 'longitude': '-87.67399408'}"
8783,5.6,5.3,"{'latitude': '41.777607', 'longitude': '-87.673919'}"
8784,5.6,10.2,"{'latitude': '41.775767', 'longitude': '-87.673875'}"
8786,17.7,18.7,"{'latitude': '41.772169', 'longitude': '-87.673788'}"
8787,4.9,3.9,"{'latitude': '41.770339', 'longitude': '-87.673729'}"
8788,18.6,34.2,"{'latitude': '41.76854879', 'longitude': '-87.67372222'}"
8789,5.1,9.9,"{'latitude': '41.766758', 'longitude': '-87.673644'}"
8790,8.5,21.3,"{'latitude': '41.76490678', 'longitude': '-87.67363793'}"
8791,5.8,12.1,"{'latitude': '41.763077', 'longitude': '-87.673546'}"
8792,4.8,19,"{'latitude': '41.761239', 'longitude': '-87.673509'}"
8793,15.1,25,"{'latitude': '41.75940181', 'longitude': '-87.67348797'}"
8794,13.6,25,"{'latitude': '41.75573', 'longitude': '-87.673348'}"
8795,2.9,14.2,"{'latitude': '41.753916', 'longitude': '-87.673308'}"
8796,5.2,15.4,"{'latitude': '41.752062', 'longitude': '-87.673251'}"
8798,2.6,12.1,"{'latitude': '41.748414', 'longitude': '-87.673151'}"
8799,2.7,8.2,"{'latitude': '41.746583', 'longitude': '-87.67309'}"
8800,4.1,15.2,"{'latitude': '41.744803', 'longitude': '-87.673043'}"
8801,9.9,18.5,"{'latitude': '41.74297238', 'longitude': '-87.67304986'}"
8802,2.3,8.6,"{'latitude': '41.74116538', 'longitude': '-87.67299185'}"
8803,2.5,13.4,"{'latitude': '41.73934638', 'longitude': '-87.67293485'}"
8804,3.9,16.4,"{'latitude': '41.73771087', 'longitude': '-87.67291713'}"
8805,226.7,145.2,"{'latitude': '41.98583964', 'longitude': '-87.66938666'}"
8815,89.9,5.3,"{'latitude': '41.974704', 'longitude': '-87.67941'}"
8816,94.9,9.9,"{'latitude': '41.97247', 'longitude': '-87.679365'}"
8817,30.8,9.7,"{'latitude': '41.970651', 'longitude': '-87.67931'}"
8819,122,305.3,"{'latitude': '41.966084', 'longitude': '-87.679177'}"
8820,65.2,14.8,"{'latitude': '41.96519341', 'longitude': '-87.67917275'}"
8821,23.7,20.7,"{'latitude': '41.96335', 'longitude': '-87.679098'}"
8822,133.6,76.3,"{'latitude': '41.96157684', 'longitude': '-87.67906364'}"
8823,17.9,14,"{'latitude': '41.959705', 'longitude': '-87.678978'}"
8824,29.5,15.3,"{'latitude': '41.957882', 'longitude': '-87.678928'}"
8825,39.1,39.2,"{'latitude': '41.956058', 'longitude': '-87.678879'}"
8827,126.4,72.6,"{'latitude': '41.95393913', 'longitude': '-87.67884094'}"
8828,31.1,17.8,"{'latitude': '41.952411', 'longitude': '-87.678773'}"
8829,31.2,25.3,"{'latitude': '41.950588', 'longitude': '-87.678723'}"
8830,10,4.7,"{'latitude': '41.948765', 'longitude': '-87.678673'}"
8831,99.7,69.4,"{'latitude': '41.946942', 'longitude': '-87.678622'}"
8832,17.5,8.9,"{'latitude': '41.945114', 'longitude': '-87.678572'}"
8833,64.1,56.6,"{'latitude': '41.943296', 'longitude': '-87.678522'}"
8834,22.7,12.1,"{'latitude': '41.941473', 'longitude': '-87.678472'}"
8835,132.8,127.1,"{'latitude': '41.93965', 'longitude': '-87.678421'}"
8836,24.1,18.3,"{'latitude': '41.937851', 'longitude': '-87.678363'}"
8837,73.8,35.3,"{'latitude': '41.93597185', 'longitude': '-87.67827612'}"
8838,31.9,13.1,"{'latitude': '41.9341525', 'longitude': '-87.67827389'}"
8839,132.6,134.6,"{'latitude': '41.93248888', 'longitude': '-87.67819056'}"
8840,25,73.9,"{'latitude': '41.92568233', 'longitude': '-87.67802167'}"
8841,136.5,47.8,"{'latitude': '41.92485748', 'longitude': '-87.67797665'}"
8842,85.2,38.6,"{'latitude': '41.921466', 'longitude': '-87.677848'}"
8843,51.8,30.2,"{'latitude': '41.919648', 'longitude': '-87.677756'}"
8844,105.5,81.6,"{'latitude': '41.91785449', 'longitude': '-87.67771399'}"
8845,29.5,19.1,"{'latitude': '41.916312', 'longitude': '-87.677658'}"
8846,17.1,16,"{'latitude': '41.914796', 'longitude': '-87.677626'}"
8847,16.7,66.8,"{'latitude': '41.912382', 'longitude': '-87.677576'}"
8849,522.9,548.6,"{'latitude': '41.91025685', 'longitude': '-87.67754549'}"
8850,45.2,20.5,"{'latitude': '41.90829891', 'longitude': '-87.67746027'}"
8851,59.7,30.2,"{'latitude': '41.907219', 'longitude': '-87.677436'}"
8852,15.6,9,"{'latitude': '41.906085', 'longitude': '-87.677402'}"
8853,15.4,34.1,"{'latitude': '41.905083', 'longitude': '-87.677372'}"
8855,17.6,34.6,"{'latitude': '41.901453', 'longitude': '-87.677262'}"
8857,22.7,49.3,"{'latitude': '41.897828', 'longitude': '-87.677153'}"
8858,233.7,282.8,"{'latitude': '41.89601', 'longitude': '-87.677098'}"
8859,21.4,37.7,"{'latitude': '41.894186', 'longitude': '-87.677049'}"
8860,18.5,34,"{'latitude': '41.892348', 'longitude': '-87.676999'}"
8862,8,9.7,"{'latitude': '41.889802', 'longitude': '-87.67693'}"
8863,10.8,26.5,"{'latitude': '41.887756', 'longitude': '-87.676872'}"
8864,10.8,39.6,"{'latitude': '41.886851', 'longitude': '-87.676849'}"
8872,42.6,166.7,"{'latitude': '41.8741266', 'longitude': '-87.67655014'}"
8873,102.9,134.7,"{'latitude': '41.87281564', 'longitude': '-87.67654124'}"
8874,66.6,81.3,"{'latitude': '41.87160432', 'longitude': '-87.67649107'}"
8875,57,163.5,"{'latitude': '41.87022754', 'longitude': '-87.67641993'}"
8876,64.6,142.5,"{'latitude': '41.86922998', 'longitude': '-87.67637797'}"
8878,37.8,50.9,"{'latitude': '41.86698772', 'longitude': '-87.67640629'}"
8880,83.3,36.9,"{'latitude': '41.865003', 'longitude': '-87.676268'}"
8881,7.7,41.8,"{'latitude': '41.864056', 'longitude': '-87.676242'}"
8882,18.3,4.7,"{'latitude': '41.863169', 'longitude': '-87.676217'}"
8883,1.8,16.2,"{'latitude': '41.85842163', 'longitude': '-87.67609751'}"
8884,29.8,72.4,"{'latitude': '41.85774894', 'longitude': '-87.67608521'}"
8885,12.2,34.4,"{'latitude': '41.855896', 'longitude': '-87.676018'}"
8888,80.7,175,"{'latitude': '41.85227944', 'longitude': '-87.67593149'}"
8889,20.6,38.8,"{'latitude': '41.850436', 'longitude': '-87.675862'}"
8890,13.4,62.5,"{'latitude': '41.84953', 'longitude': '-87.675847'}"
8891,33.3,38.2,"{'latitude': '41.850271', 'longitude': '-87.675717'}"
8895,44.3,27.4,"{'latitude': '41.85573', 'longitude': '-87.675873'}"
8896,101.4,34,"{'latitude': '41.85756282', 'longitude': '-87.6759138'}"
8897,7.1,4,"{'latitude': '41.858475', 'longitude': '-87.675943'}"
8898,4.2,16.6,"{'latitude': '41.863264', 'longitude': '-87.67607'}"
8899,37.8,9.8,"{'latitude': '41.86389', 'longitude': '-87.676096'}"
8900,20.9,86,"{'latitude': '41.864837', 'longitude': '-87.676122'}"
8902,130.8,37.8,"{'latitude': '41.86719614', 'longitude': '-87.67609158'}"
8904,202.4,90.6,"{'latitude': '41.86901557', 'longitude': '-87.67621698'}"
8905,254.7,35.2,"{'latitude': '41.87138966', 'longitude': '-87.67627841'}"
8906,179.4,162.4,"{'latitude': '41.87263684', 'longitude': '-87.67631388'}"
8907,132.1,37.3,"{'latitude': '41.8739498', 'longitude': '-87.67635066'}"
8910,84.9,137.5,"{'latitude': '41.881212', 'longitude': '-87.676558'}"
8911,24.8,10.3,"{'latitude': '41.88209175', 'longitude': '-87.67656751'}"
8912,26.7,43.8,"{'latitude': '41.88306', 'longitude': '-87.676605'}"
8913,64,27.3,"{'latitude': '41.88489', 'longitude': '-87.676655'}"
8914,34.5,15.7,"{'latitude': '41.886686', 'longitude': '-87.676704'}"
8915,35,8.2,"{'latitude': '41.88759', 'longitude': '-87.676726'}"
8916,14.4,7.9,"{'latitude': '41.889636', 'longitude': '-87.676785'}"
8917,33.9,68,"{'latitude': '41.890728', 'longitude': '-87.676814'}"
8918,35.5,22.5,"{'latitude': '41.892183', 'longitude': '-87.676854'}"
8919,37.7,24.2,"{'latitude': '41.894021', 'longitude': '-87.676904'}"
8920,264,252.4,"{'latitude': '41.895844', 'longitude': '-87.676953'}"
8921,156.5,53.1,"{'latitude': '41.897663', 'longitude': '-87.677008'}"
8922,2.1,1.4,"{'latitude': '41.89943264', 'longitude': '-87.67706495'}"
8923,42.5,28.5,"{'latitude': '41.901287', 'longitude': '-87.677117'}"
8925,21.2,10.7,"{'latitude': '41.904918', 'longitude': '-87.677227'}"
8926,9.5,21,"{'latitude': '41.905919', 'longitude': '-87.677257'}"
8927,27.9,61.9,"{'latitude': '41.907053', 'longitude': '-87.677291'}"
8928,17.1,50.5,"{'latitude': '41.908298', 'longitude': '-87.677301'}"
8929,450.2,472.1,"{'latitude': '41.90995195', 'longitude': '-87.67737039'}"
8930,105.1,29.2,"{'latitude': '41.912216', 'longitude': '-87.677431'}"
8931,23.4,21.1,"{'latitude': '41.914713', 'longitude': '-87.67748'}"
8932,20.7,33.3,"{'latitude': '41.91587564', 'longitude': '-87.67749927'}"
8933,76.4,130.1,"{'latitude': '41.91765787', 'longitude': '-87.67752329'}"
8934,34.3,49.8,"{'latitude': '41.919483', 'longitude': '-87.67761'}"
8935,42.3,96.7,"{'latitude': '41.9213', 'longitude': '-87.677703'}"
8936,105.7,140,"{'latitude': '41.924922', 'longitude': '-87.677805'}"
8937,29,16.6,"{'latitude': '41.925522', 'longitude': '-87.677808'}"
8938,125.1,139.4,"{'latitude': '41.93184557', 'longitude': '-87.67797142'}"
8939,20,31.3,"{'latitude': '41.934019', 'longitude': '-87.6781'}"
8940,26.3,68.6,"{'latitude': '41.935841', 'longitude': '-87.678159'}"
8941,14.4,19.5,"{'latitude': '41.937686', 'longitude': '-87.678218'}"
8942,131.6,140.4,"{'latitude': '41.939485', 'longitude': '-87.678276'}"
8943,14.9,20.9,"{'latitude': '41.941307', 'longitude': '-87.678326'}"
8944,50.7,66.4,"{'latitude': '41.94313', 'longitude': '-87.678376'}"
8945,7.5,13.9,"{'latitude': '41.944948', 'longitude': '-87.678427'}"
8946,70.1,92.3,"{'latitude': '41.946776', 'longitude': '-87.678477'}"
8947,4.3,8.8,"{'latitude': '41.9486', 'longitude': '-87.678527'}"
8948,30.2,27.2,"{'latitude': '41.950422', 'longitude': '-87.678578'}"
8949,12.6,54,"{'latitude': '41.952245', 'longitude': '-87.678628'}"
8951,91.2,127,"{'latitude': '41.95438748', 'longitude': '-87.67866742'}"
8952,22.1,21.9,"{'latitude': '41.955893', 'longitude': '-87.678733'}"
8953,17,39.3,"{'latitude': '41.957716', 'longitude': '-87.678783'}"
8954,12.4,18.5,"{'latitude': '41.95954', 'longitude': '-87.678832'}"
8955,65,127,"{'latitude': '41.96134806', 'longitude': '-87.67885656'}"
8956,18.5,29.2,"{'latitude': '41.963185', 'longitude': '-87.678953'}"
8957,15.4,64.4,"{'latitude': '41.96500849', 'longitude': '-87.67899244'}"
8958,12.3,32,"{'latitude': '41.970485', 'longitude': '-87.679165'}"
8959,10.2,59.7,"{'latitude': '41.972305', 'longitude': '-87.67922'}"
8960,4.2,160.1,"{'latitude': '41.974621', 'longitude': '-87.679264'}"
8961,49.2,222,"{'latitude': '41.97591943', 'longitude': '-87.67929644'}"
8969,1.7,129.1,"{'latitude': '41.98339992', 'longitude': '-87.66968512'}"
8970,1.3,42.3,"{'latitude': '41.98525531', 'longitude': '-87.66973589'}"
8972,516.1,428.2,"{'latitude': '41.98985086', 'longitude': '-87.72821356'}"
8973,40,0.3,"{'latitude': '41.988473', 'longitude': '-87.728618'}"
8975,125.9,11.9,"{'latitude': '41.98597917', 'longitude': '-87.7285956'}"
8976,31.8,3.9,"{'latitude': '41.98499902', 'longitude': '-87.72857125'}"
8979,3.2,0.4,"{'latitude': '41.97966088', 'longitude': '-87.72844667'}"
8980,4.7,3.2,"{'latitude': '41.97761648', 'longitude': '-87.72838448'}"
8981,293.3,82.2,"{'latitude': '41.97566583', 'longitude': '-87.72835726'}"
8982,20.5,3.4,"{'latitude': '41.97347698', 'longitude': '-87.72826651'}"
8983,125.1,40.4,"{'latitude': '41.971962', 'longitude': '-87.728199'}"
8984,65.6,22.5,"{'latitude': '41.97016658', 'longitude': '-87.72817195'}"
8985,648.8,202.3,"{'latitude': '41.96834785', 'longitude': '-87.72812346'}"
8986,89.8,17.3,"{'latitude': '41.96658092', 'longitude': '-87.72808945'}"
8988,72.7,44.5,"{'latitude': '41.9625748', 'longitude': '-87.7279748'}"
8989,277.9,162.7,"{'latitude': '41.96103424', 'longitude': '-87.72792749'}"
8990,83,36.5,"{'latitude': '41.95986511', 'longitude': '-87.72787597'}"
8992,31.9,88.2,"{'latitude': '41.95555367', 'longitude': '-87.72776084'}"
8994,382.9,321.8,"{'latitude': '41.95194556', 'longitude': '-87.72773931'}"
8995,23.9,6.6,"{'latitude': '41.95083428', 'longitude': '-87.72764254'}"
8996,9.5,21,"{'latitude': '41.94829976', 'longitude': '-87.72755055'}"
8998,10.5,19.2,"{'latitude': '41.94488239', 'longitude': '-87.72744415'}"
8999,17,35.7,"{'latitude': '41.94323174', 'longitude': '-87.72740318'}"
9000,182.4,172.2,"{'latitude': '41.941411', 'longitude': '-87.72733'}"
9002,79.2,90.2,"{'latitude': '41.93736614', 'longitude': '-87.72722665'}"
9004,25.1,40.3,"{'latitude': '41.93375186', 'longitude': '-87.72713149'}"
9007,53.7,68.3,"{'latitude': '41.92826875', 'longitude': '-87.72697378'}"
9008,18,82.6,"{'latitude': '41.92623997', 'longitude': '-87.72691153'}"
9010,8,8.6,"{'latitude': '41.92289175', 'longitude': '-87.72665326'}"
9011,52.9,72.6,"{'latitude': '41.92091292', 'longitude': '-87.72676094'}"
9012,35.6,85.4,"{'latitude': '41.91911023', 'longitude': '-87.72673508'}"
9015,26,16,"{'latitude': '41.91290521', 'longitude': '-87.72652845'}"
9016,43.2,160.6,"{'latitude': '41.91182843', 'longitude': '-87.72652011'}"
9017,578.3,366.4,"{'latitude': '41.90961755', 'longitude': '-87.72653025'}"
9018,36.8,24.9,"{'latitude': '41.90817302', 'longitude': '-87.72657473'}"
9019,244.3,228.8,"{'latitude': '41.90635772', 'longitude': '-87.72651165'}"
9020,70,69.5,"{'latitude': '41.90459613', 'longitude': '-87.72645269'}"
9022,65.6,63.5,"{'latitude': '41.90088336', 'longitude': '-87.72631512'}"
9024,71.7,117.8,"{'latitude': '41.89731967', 'longitude': '-87.72624436'}"
9027,119,129.4,"{'latitude': '41.89303139', 'longitude': '-87.72611261'}"
9028,69,31.4,"{'latitude': '41.89169909', 'longitude': '-87.72604275'}"
9029,123,54.8,"{'latitude': '41.88978544', 'longitude': '-87.72601487'}"
9031,584.2,552.2,"{'latitude': '41.88528773', 'longitude': '-87.72589547'}"
9032,46.5,30,"{'latitude': '41.88344504', 'longitude': '-87.72584445'}"
9033,39.3,107.5,"{'latitude': '41.88211226', 'longitude': '-87.72580212'}"
9035,81.6,92.6,"{'latitude': '41.87903084', 'longitude': '-87.72570517'}"
9036,204,237.9,"{'latitude': '41.87717005', 'longitude': '-87.72564233'}"
9037,65.3,156.5,"{'latitude': '41.87538368', 'longitude': '-87.72558303'}"
9039,557.5,399.9,"{'latitude': '41.87383211', 'longitude': '-87.72553092'}"
9041,41.9,85.4,"{'latitude': '41.87111554', 'longitude': '-87.72545153'}"
9046,43.2,88.6,"{'latitude': '41.86442', 'longitude': '-87.72518'}"
9049,25.9,77.4,"{'latitude': '41.85895978', 'longitude': '-87.72504234'}"
9050,21.7,139,"{'latitude': '41.85714714', 'longitude': '-87.72503121'}"
9051,14.4,166.7,"{'latitude': '41.85509408', 'longitude': '-87.724961'}"
9053,92.9,443,"{'latitude': '41.85174893', 'longitude': '-87.72486869'}"
9054,61.4,81.5,"{'latitude': '41.85073482', 'longitude': '-87.72482802'}"
9055,11.1,12.2,"{'latitude': '41.849387', 'longitude': '-87.724791'}"
9056,10.2,71.4,"{'latitude': '41.84798115', 'longitude': '-87.72475255'}"
9058,130.9,403.8,"{'latitude': '41.84437938', 'longitude': '-87.72464904'}"
9059,21.7,74,"{'latitude': '41.842483', 'longitude': '-87.724565'}"
9061,1.2,57.6,"{'latitude': '41.8388', 'longitude': '-87.724464'}"
9062,3.2,542.9,"{'latitude': '41.83698694', 'longitude': '-87.72444387'}"
9063,274.1,224.7,"{'latitude': '41.83672961', 'longitude': '-87.72569191'}"
9064,555.8,4.8,"{'latitude': '41.837054', 'longitude': '-87.724266'}"
9065,53.8,1.1,"{'latitude': '41.838635', 'longitude': '-87.724319'}"
9066,76.3,6.1,"{'latitude': '41.840476', 'longitude': '-87.724369'}"
9067,68.2,26.1,"{'latitude': '41.842318', 'longitude': '-87.72442'}"
9072,159.3,52.1,"{'latitude': '41.85099824', 'longitude': '-87.72466071'}"
9073,387.6,121.4,"{'latitude': '41.85188676', 'longitude': '-87.7246531'}"
9074,583.2,393.1,"{'latitude': '41.85367978', 'longitude': '-87.7246994'}"
9076,119.5,50.1,"{'latitude': '41.856951', 'longitude': '-87.724821'}"
9080,79.5,54.7,"{'latitude': '41.86425939', 'longitude': '-87.72502294'}"
9081,717.5,339.9,"{'latitude': '41.86600717', 'longitude': '-87.72505362'}"
9082,126.3,25.4,"{'latitude': '41.86791822', 'longitude': '-87.72512768'}"
9084,84.2,58.6,"{'latitude': '41.86992159', 'longitude': '-87.7252174'}"
9087,311.1,507.1,"{'latitude': '41.87337304', 'longitude': '-87.7253129'}"
9088,0.4,1.1,"{'latitude': '41.87426256', 'longitude': '-87.72534616'}"
9089,296.9,135.7,"{'latitude': '41.87515999', 'longitude': '-87.72537521'}"
9091,83.5,104.2,"{'latitude': '41.87875036', 'longitude': '-87.72550291'}"
9092,641.4,675.8,"{'latitude': '41.88060612', 'longitude': '-87.7255754'}"
9095,660.4,581.2,"{'latitude': '41.8853764', 'longitude': '-87.72569999'}"
