stop_id,boardings,alightings,location
3370,27.1,3.2,"{'latitude': '41.7744548', 'longitude': '-87.75422914'}"
3371,66.3,13.1,"{'latitude': '41.77449884', 'longitude': '-87.75202337'}"
3372,38.1,3.4,"{'latitude': '41.77450766', 'longitude': '-87.75031145'}"
3374,33.9,7,"{'latitude': '41.77459196', 'longitude': '-87.74716381'}"
3375,79.7,16.3,"{'latitude': '41.77459097', 'longitude': '-87.74452667'}"
3377,18.3,9.7,"{'latitude': '41.77643353', 'longitude': '-87.74207027'}"
3378,296,58.1,"{'latitude': '41.77834269', 'longitude': '-87.74191469'}"
3379,30.5,24.6,"{'latitude': '41.7784', 'longitude': '-87.739947'}"
3384,21.9,37,"{'latitude': '41.778521', 'longitude': '-87.730185'}"
3385,15.8,57.5,"{'latitude': '41.778549', 'longitude': '-87.727742'}"
3386,17.9,57.7,"{'latitude': '41.778577', 'longitude': '-87.725298'}"
3389,26,36.4,"{'latitude': '41.778677', 'longitude': '-87.717934'}"
3391,12.9,35,"{'latitude': '41.77874854', 'longitude': '-87.71260569'}"
3393,7.4,29.8,"{'latitude': '41.77882', 'longitude': '-87.70805'}"
3394,41,41.5,"{'latitude': '41.778863', 'longitude': '-87.705626'}"
3395,358.3,200.4,"{'latitude': '41.77889387', 'longitude': '-87.70327073'}"
3396,160.5,38.4,"{'latitude': '41.778942', 'longitude': '-87.700751'}"
3397,172.3,74.3,"{'latitude': '41.778981', 'longitude': '-87.698325'}"
3398,123.6,69.1,"{'latitude': '41.779016', 'longitude': '-87.695894'}"
3400,96.2,42.1,"{'latitude': '41.779087', 'longitude': '-87.691023'}"
3402,98.8,128.9,"{'latitude': '41.779157', 'longitude': '-87.686176'}"
3404,61.7,16.8,"{'latitude': '41.779159', 'longitude': '-87.681169'}"
3407,53.9,42.6,"{'latitude': '41.77920108', 'longitude': '-87.67651545'}"
3408,243.4,136.2,"{'latitude': '41.77923894', 'longitude': '-87.67406814'}"
3409,154.5,74.7,"{'latitude': '41.77927', 'longitude': '-87.67158'}"
3410,142.3,69.2,"{'latitude': '41.779297', 'longitude': '-87.668824'}"
3411,48.4,41.7,"{'latitude': '41.779331', 'longitude': '-87.666739'}"
3413,889.3,751.8,"{'latitude': '41.77941275', 'longitude': '-87.66384995'}"
3414,70,21.8,"{'latitude': '41.779445', 'longitude': '-87.661884'}"
3415,101.9,44.8,"{'latitude': '41.779475', 'longitude': '-87.659471'}"
3416,44.6,34.1,"{'latitude': '41.7795', 'longitude': '-87.657092'}"
3417,294.6,201.5,"{'latitude': '41.77954019', 'longitude': '-87.65462323'}"
3418,83.2,58.5,"{'latitude': '41.779563', 'longitude': '-87.652178'}"
3420,107.1,45,"{'latitude': '41.77963735', 'longitude': '-87.64732819'}"
3421,678.7,516.6,"{'latitude': '41.77971854', 'longitude': '-87.64489485'}"
3422,185.9,114.2,"{'latitude': '41.77975164', 'longitude': '-87.64195389'}"
3423,245.5,134.6,"{'latitude': '41.7797413', 'longitude': '-87.64097214'}"
3424,12.5,10.4,"{'latitude': '41.77976843', 'longitude': '-87.63943912'}"
3425,71.6,145.8,"{'latitude': '41.779798', 'longitude': '-87.637617'}"
3427,2.6,5.5,"{'latitude': '41.779872', 'longitude': '-87.633517'}"
3428,5.9,64.9,"{'latitude': '41.779877', 'longitude': '-87.632628'}"
3429,331.6,1513.6,"{'latitude': '41.77988', 'longitude': '-87.631904'}"
3430,540.2,60.1,"{'latitude': '41.779907', 'longitude': '-87.629887'}"
3432,126.5,156.7,"{'latitude': '41.779987', 'longitude': '-87.625107'}"
3433,13.5,23.1,"{'latitude': '41.77994977', 'longitude': '-87.62368873'}"
3434,67.3,120.3,"{'latitude': '41.77997097', 'longitude': '-87.62227473'}"
3435,23.7,50,"{'latitude': '41.780058', 'longitude': '-87.620534'}"
3436,13.4,37.8,"{'latitude': '41.780107', 'longitude': '-87.618939'}"
3437,403.5,705.6,"{'latitude': '41.78017641', 'longitude': '-87.6157171'}"
3438,80.3,77.1,"{'latitude': '41.78019113', 'longitude': '-87.6132692'}"
3439,24.2,56.1,"{'latitude': '41.78021399', 'longitude': '-87.61217184'}"
3440,37.6,104.8,"{'latitude': '41.78026229', 'longitude': '-87.61089338'}"
3441,23.5,73.7,"{'latitude': '41.78028994', 'longitude': '-87.60845469'}"
3442,392.5,692.6,"{'latitude': '41.780348', 'longitude': '-87.606056'}"
3443,110.5,67.6,"{'latitude': '41.78037629', 'longitude': '-87.60429231'}"
3444,49.2,115.5,"{'latitude': '41.78037', 'longitude': '-87.602558'}"
3445,23.5,55.6,"{'latitude': '41.780423', 'longitude': '-87.60063'}"
3446,19.1,54.4,"{'latitude': '41.780435', 'longitude': '-87.599368'}"
3447,39.1,118.3,"{'latitude': '41.780453', 'longitude': '-87.597432'}"
3448,37.1,176.5,"{'latitude': '41.78046005', 'longitude': '-87.59628914'}"
3449,27.3,109.3,"{'latitude': '41.78048005', 'longitude': '-87.59478214'}"
3450,16.5,121.5,"{'latitude': '41.78046643', 'longitude': '-87.59319963'}"
3451,32.4,142.7,"{'latitude': '41.78048242', 'longitude': '-87.59162263'}"
3452,3.8,104.8,"{'latitude': '41.78049993', 'longitude': '-87.58922299'}"
3453,10.6,1000.2,"{'latitude': '41.78053288', 'longitude': '-87.58665852'}"
3455,98.9,38.9,"{'latitude': '41.721738', 'longitude': '-87.631197'}"
3456,184.3,76.5,"{'latitude': '41.72167', 'longitude': '-87.633215'}"
3457,94.2,72.9,"{'latitude': '41.72166463', 'longitude': '-87.63585239'}"
3458,54.2,71,"{'latitude': '41.721618', 'longitude': '-87.638185'}"
3459,35.2,81.7,"{'latitude': '41.721593', 'longitude': '-87.640568'}"
3461,12.4,35.6,"{'latitude': '41.72153', 'longitude': '-87.645437'}"
3462,32.1,80.4,"{'latitude': '41.721497', 'longitude': '-87.647873'}"
3463,12.8,11.8,"{'latitude': '41.721475', 'longitude': '-87.649928'}"
3464,115.4,82.8,"{'latitude': '41.72146886', 'longitude': '-87.65110893'}"
3465,35.8,65.6,"{'latitude': '41.721435', 'longitude': '-87.652777'}"
3466,40.8,166.7,"{'latitude': '41.721402', 'longitude': '-87.655178'}"
3467,55.4,112.7,"{'latitude': '41.721337', 'longitude': '-87.657567'}"
3468,9.1,54.6,"{'latitude': '41.721375', 'longitude': '-87.658825'}"
3469,13.3,256.7,"{'latitude': '41.721353', 'longitude': '-87.660065'}"
3471,288.5,332.9,"{'latitude': '41.72130603', 'longitude': '-87.66319167'}"
3473,23.6,28.7,"{'latitude': '41.72126991', 'longitude': '-87.66736916'}"
3474,2.9,34,"{'latitude': '41.72123722', 'longitude': '-87.66922669'}"
3475,7.3,35.3,"{'latitude': '41.72119766', 'longitude': '-87.67220794'}"
3477,2,60,"{'latitude': '41.7211313', 'longitude': '-87.67706988'}"
3478,2.8,137.7,"{'latitude': '41.72108919', 'longitude': '-87.67945805'}"
3479,50,457,"{'latitude': '41.72059859', 'longitude': '-87.68223215'}"
3480,4.4,54.1,"{'latitude': '41.71884494', 'longitude': '-87.68212805'}"
3481,7.7,64,"{'latitude': '41.7173578', 'longitude': '-87.68208566'}"
3482,22.5,84.1,"{'latitude': '41.71562235', 'longitude': '-87.68206129'}"
3485,448,10.1,"{'latitude': '41.72078766', 'longitude': '-87.68304456'}"
3488,38.5,3.5,"{'latitude': '41.72088921', 'longitude': '-87.67735639'}"
3489,25.3,5.6,"{'latitude': '41.72093645', 'longitude': '-87.67410221'}"
3492,21.9,3.4,"{'latitude': '41.72099458', 'longitude': '-87.66931154'}"
3493,21,10,"{'latitude': '41.72101431', 'longitude': '-87.66803752'}"
3494,31,14.4,"{'latitude': '41.72104113', 'longitude': '-87.6661921'}"
3496,616,271.2,"{'latitude': '41.72110673', 'longitude': '-87.6629445'}"
3497,71,6.1,"{'latitude': '41.721142', 'longitude': '-87.660823'}"
3498,65.2,14.2,"{'latitude': '41.721153', 'longitude': '-87.659263'}"
3500,113.2,40.3,"{'latitude': '41.72120191', 'longitude': '-87.65547979'}"
3501,56.9,58.9,"{'latitude': '41.72123266', 'longitude': '-87.65304791'}"
3502,133.4,104.5,"{'latitude': '41.72124707', 'longitude': '-87.6509333'}"
3503,64.3,42.3,"{'latitude': '41.72130231', 'longitude': '-87.64811279'}"
3504,35.1,141.4,"{'latitude': '41.7213214', 'longitude': '-87.64574306'}"
3506,36.4,18.8,"{'latitude': '41.721387', 'longitude': '-87.640932'}"
3507,72.4,35,"{'latitude': '41.721417', 'longitude': '-87.638507'}"
3508,72.4,43.1,"{'latitude': '41.721458', 'longitude': '-87.636098'}"
3509,48.2,49.9,"{'latitude': '41.72149', 'longitude': '-87.634105'}"
3510,49.7,58.6,"{'latitude': '41.72151704', 'longitude': '-87.63121104'}"
3511,20,218.6,"{'latitude': '41.72155016', 'longitude': '-87.62877168'}"
3513,250,9.4,"{'latitude': '42.01947604', 'longitude': '-87.67618415'}"
3514,113,28.5,"{'latitude': '42.01948337', 'longitude': '-87.67752857'}"
3515,192.1,92.9,"{'latitude': '42.01950215', 'longitude': '-87.68028045'}"
3516,50.5,68.6,"{'latitude': '42.01954976', 'longitude': '-87.6826949'}"
3517,224.1,160.4,"{'latitude': '42.0195519', 'longitude': '-87.68439804'}"
3518,16.2,65.6,"{'latitude': '42.01960031', 'longitude': '-87.68847772'}"
3519,220,205.8,"{'latitude': '42.01959882', 'longitude': '-87.68998555'}"
3520,11.6,30.9,"{'latitude': '42.01952239', 'longitude': '-87.69317268'}"
3521,3.8,8.9,"{'latitude': '42.01948654', 'longitude': '-87.69475471'}"
3522,1.9,9.7,"{'latitude': '42.01946684', 'longitude': '-87.69618282'}"
3523,71.3,118.7,"{'latitude': '42.01939922', 'longitude': '-87.69942136'}"
3524,47.7,23.9,"{'latitude': '42.02119952', 'longitude': '-87.6993905'}"
3525,23.9,33.7,"{'latitude': '42.02295552', 'longitude': '-87.69942549'}"
3526,6.4,10,"{'latitude': '42.02472252', 'longitude': '-87.69936449'}"
3527,47.3,41.5,"{'latitude': '42.02663297', 'longitude': '-87.69960065'}"
3528,6.2,5.3,"{'latitude': '42.026596', 'longitude': '-87.701687'}"
3529,6,35.8,"{'latitude': '42.02655021', 'longitude': '-87.70403408'}"
3530,7.3,39.1,"{'latitude': '42.02655022', 'longitude': '-87.70555025'}"
3531,0.2,0.4,"{'latitude': '42.02650282', 'longitude': '-87.70919266'}"
3532,9.8,32.4,"{'latitude': '42.02645308', 'longitude': '-87.71133383'}"
3534,20.1,91,"{'latitude': '42.02638395', 'longitude': '-87.71558719'}"
3535,6.6,17.4,"{'latitude': '42.02638495', 'longitude': '-87.7183872'}"
3536,6.1,29.8,"{'latitude': '42.02638395', 'longitude': '-87.72068821'}"
3537,5.8,13.7,"{'latitude': '42.02638295', 'longitude': '-87.72318721'}"
3538,5.1,12.4,"{'latitude': '42.026296', 'longitude': '-87.725388'}"
3539,16.2,21.3,"{'latitude': '42.02629076', 'longitude': '-87.7280185'}"
3540,10.9,11.9,"{'latitude': '42.02629176', 'longitude': '-87.7303185'}"
3541,7.3,6.6,"{'latitude': '42.02628976', 'longitude': '-87.7325195'}"
3542,4.3,9,"{'latitude': '42.02628976', 'longitude': '-87.7352205'}"
3543,14,27.9,"{'latitude': '42.02629076', 'longitude': '-87.73751751'}"
3544,5.7,5.7,"{'latitude': '42.02628976', 'longitude': '-87.73992051'}"
3545,7.3,14.3,"{'latitude': '42.02633549', 'longitude': '-87.74258507'}"
3546,12.9,17,"{'latitude': '42.02634955', 'longitude': '-87.74370156'}"
3547,16,40.6,"{'latitude': '42.02633425', 'longitude': '-87.74623849'}"
3549,19.4,44.3,"{'latitude': '42.02635177', 'longitude': '-87.75164917'}"
3550,48.7,79.4,"{'latitude': '42.02641861', 'longitude': '-87.75444055'}"
3551,8.2,8,"{'latitude': '42.02776286', 'longitude': '-87.75447136'}"
3552,3.4,5.3,"{'latitude': '42.029638', 'longitude': '-87.75341'}"
3553,7.8,14.3,"{'latitude': '42.03174567', 'longitude': '-87.75213408'}"
3554,9.2,18.4,"{'latitude': '42.03338376', 'longitude': '-87.75114684'}"
3556,8,10.2,"{'latitude': '42.03621039', 'longitude': '-87.74986513'}"
3557,5.6,15.6,"{'latitude': '42.03702039', 'longitude': '-87.74943813'}"
3558,4.1,11.1,"{'latitude': '42.03886401', 'longitude': '-87.74876643'}"
3559,12.9,47.3,"{'latitude': '42.0408546', 'longitude': '-87.74808726'}"
3560,6.8,21.1,"{'latitude': '42.04087391', 'longitude': '-87.75047178'}"
3562,127.8,127.1,"{'latitude': '42.04040005', 'longitude': '-87.75217756'}"
3563,24.4,5.2,"{'latitude': '42.04092439', 'longitude': '-87.75048791'}"
3564,31.5,17.2,"{'latitude': '42.04072068', 'longitude': '-87.75082674'}"
3565,14.4,24,"{'latitude': '42.0443133', 'longitude': '-87.75046304'}"
3566,4.4,29.7,"{'latitude': '42.0461903', 'longitude': '-87.75045403'}"
3567,12.8,79.1,"{'latitude': '42.047981', 'longitude': '-87.748671'}"
3568,1.7,26.9,"{'latitude': '42.049997', 'longitude': '-87.7468'}"
3569,8.4,96.5,"{'latitude': '42.051506', 'longitude': '-87.746775'}"
3570,1.4,42.1,"{'latitude': '42.053314', 'longitude': '-87.746748'}"
3571,0.2,14.9,"{'latitude': '42.05531501', 'longitude': '-87.74703587'}"
3572,3.2,65.3,"{'latitude': '42.05539146', 'longitude': '-87.74949038'}"
3573,38,157.3,"{'latitude': '42.05545286', 'longitude': '-87.75129476'}"
3574,314.5,418,"{'latitude': '42.05944639', 'longitude': '-87.75027039'}"
3575,83.9,12.2,"{'latitude': '42.060889', 'longitude': '-87.75075462'}"
3576,20.6,2.1,"{'latitude': '42.05521018', 'longitude': '-87.75121612'}"
3577,50.7,5.1,"{'latitude': '42.055203', 'longitude': '-87.749669'}"
3578,1.3,0.1,"{'latitude': '42.05519006', 'longitude': '-87.74693177'}"
3579,196.7,16.4,"{'latitude': '42.05329829', 'longitude': '-87.74699901'}"
3580,20.3,3.2,"{'latitude': '42.05149029', 'longitude': '-87.747026'}"
3581,28.7,3.6,"{'latitude': '42.0493343', 'longitude': '-87.74710616'}"
3582,74.8,14.7,"{'latitude': '42.0478642', 'longitude': '-87.74702928'}"
3583,17.8,5.4,"{'latitude': '42.04615027', 'longitude': '-87.74715235'}"
3584,15.4,8,"{'latitude': '42.04434927', 'longitude': '-87.74715134'}"
3585,4.9,7.2,"{'latitude': '42.04259974', 'longitude': '-87.74705446'}"
3586,59.8,20.7,"{'latitude': '42.04071899', 'longitude': '-87.74815691'}"
3587,11.1,8,"{'latitude': '42.03903548', 'longitude': '-87.74906126'}"
3588,11.1,8.8,"{'latitude': '42.03722549', 'longitude': '-87.74966425'}"
3589,9.6,9.3,"{'latitude': '42.03626242', 'longitude': '-87.75006985'}"
3591,12.4,10.6,"{'latitude': '42.03365429', 'longitude': '-87.75129102'}"
3592,13.1,12,"{'latitude': '42.03196765', 'longitude': '-87.75233723'}"
3593,4.4,9.6,"{'latitude': '42.02962204', 'longitude': '-87.75361532'}"
3594,9,20.3,"{'latitude': '42.02812576', 'longitude': '-87.75446991'}"
3595,89.7,56.8,"{'latitude': '42.02629892', 'longitude': '-87.7544127'}"
3596,32,24.4,"{'latitude': '42.0262', 'longitude': '-87.751804'}"
3598,38.8,14.7,"{'latitude': '42.02614383', 'longitude': '-87.7465573'}"
3599,9.8,12.5,"{'latitude': '42.026198', 'longitude': '-87.743902'}"
3600,22.7,9.7,"{'latitude': '42.026199', 'longitude': '-87.742603'}"
3601,3.2,5.9,"{'latitude': '42.026198', 'longitude': '-87.740203'}"
3602,23.4,17,"{'latitude': '42.026199', 'longitude': '-87.7378'}"
3603,10.5,6.8,"{'latitude': '42.026198', 'longitude': '-87.735503'}"
3604,7.3,8.4,"{'latitude': '42.026198', 'longitude': '-87.732802'}"
3605,10.6,12.3,"{'latitude': '42.0262', 'longitude': '-87.730601'}"
3606,21.1,21.9,"{'latitude': '42.026199', 'longitude': '-87.728301'}"
3607,6.4,9.6,"{'latitude': '42.02620441', 'longitude': '-87.72570189'}"
3608,20.8,9.3,"{'latitude': '42.026198', 'longitude': '-87.723501'}"
3609,21.9,6.9,"{'latitude': '42.026199', 'longitude': '-87.721002'}"
3610,14.5,9.5,"{'latitude': '42.0262', 'longitude': '-87.718702'}"
3611,45.3,20.2,"{'latitude': '42.026199', 'longitude': '-87.715901'}"
3612,59,5.6,"{'latitude': '42.026198', 'longitude': '-87.714694'}"
3613,21,8.5,"{'latitude': '42.02631711', 'longitude': '-87.71133515'}"
3614,13.6,7.9,"{'latitude': '42.026361', 'longitude': '-87.707957'}"
3615,38.1,4.7,"{'latitude': '42.02646486', 'longitude': '-87.7054827'}"
3616,26.8,5.5,"{'latitude': '42.02646611', 'longitude': '-87.70414177'}"
3617,6.5,6.8,"{'latitude': '42.02649565', 'longitude': '-87.70193263'}"
3618,30.5,41,"{'latitude': '42.026497', 'longitude': '-87.699602'}"
3619,16.8,13.1,"{'latitude': '42.02480838', 'longitude': '-87.6995232'}"
3620,51.4,44.7,"{'latitude': '42.02304138', 'longitude': '-87.6995842'}"
3621,20.8,50,"{'latitude': '42.02131779', 'longitude': '-87.69957576'}"
3622,114.3,69.3,"{'latitude': '42.0192656', 'longitude': '-87.69930843'}"
3623,11.9,2.8,"{'latitude': '42.01931592', 'longitude': '-87.69740817'}"
3624,10.4,3.9,"{'latitude': '42.01937013', 'longitude': '-87.6949912'}"
3625,24.7,12.1,"{'latitude': '42.01941877', 'longitude': '-87.69337843'}"
3627,258.1,206.6,"{'latitude': '42.01946584', 'longitude': '-87.68974434'}"
3628,51.5,18.8,"{'latitude': '42.01944892', 'longitude': '-87.68782712'}"
3629,100.8,92.4,"{'latitude': '42.01941115', 'longitude': '-87.68426462'}"
3630,52.7,58.4,"{'latitude': '42.01939909', 'longitude': '-87.68307868'}"
3631,39.7,75.9,"{'latitude': '42.01936686', 'longitude': '-87.68054061'}"
3632,10.8,54.6,"{'latitude': '42.01937362', 'longitude': '-87.6777439'}"
3633,6.4,136.3,"{'latitude': '42.01933862', 'longitude': '-87.67643953'}"
3638,28.5,2.3,"{'latitude': '41.67958972', 'longitude': '-87.6418314'}"
3639,71.8,9.6,"{'latitude': '41.681643', 'longitude': '-87.641915'}"
3640,37.4,33.1,"{'latitude': '41.68392941', 'longitude': '-87.64200253'}"
3642,66.1,17,"{'latitude': '41.68677', 'longitude': '-87.642092'}"
3643,44.7,12.6,"{'latitude': '41.688573', 'longitude': '-87.642143'}"
3644,34.1,29.9,"{'latitude': '41.690383', 'longitude': '-87.642193'}"
3645,331.4,99.9,"{'latitude': '41.69223292', 'longitude': '-87.64225323'}"
3646,34.1,13.5,"{'latitude': '41.694028', 'longitude': '-87.642308'}"
3647,77.4,17.6,"{'latitude': '41.695807', 'longitude': '-87.642362'}"
3648,19.5,5.5,"{'latitude': '41.697655', 'longitude': '-87.64243'}"
3649,112.6,38.5,"{'latitude': '41.69948', 'longitude': '-87.642477'}"
3650,55.8,16.9,"{'latitude': '41.70128', 'longitude': '-87.64254'}"
3651,30.3,14.5,"{'latitude': '41.703117', 'longitude': '-87.642592'}"
3652,27.6,39.9,"{'latitude': '41.704935', 'longitude': '-87.642652'}"
3654,26.7,7.9,"{'latitude': '41.708593', 'longitude': '-87.642778'}"
3655,37.1,17.4,"{'latitude': '41.710438', 'longitude': '-87.642822'}"
3656,67.2,16.2,"{'latitude': '41.712238', 'longitude': '-87.642867'}"
3657,12.5,5.4,"{'latitude': '41.71453', 'longitude': '-87.642883'}"
3659,27.7,12.7,"{'latitude': '41.717688', 'longitude': '-87.642985'}"
3660,7,22.4,"{'latitude': '41.719507', 'longitude': '-87.643027'}"
3661,321.3,430.4,"{'latitude': '41.72129969', 'longitude': '-87.64307859'}"
3662,22,5.8,"{'latitude': '41.723162', 'longitude': '-87.643125'}"
3664,14.7,6.1,"{'latitude': '41.72685', 'longitude': '-87.643235'}"
3665,22.5,11.7,"{'latitude': '41.72869', 'longitude': '-87.643293'}"
3666,1.5,1.2,"{'latitude': '41.729668', 'longitude': '-87.64332'}"
3667,20.3,18.3,"{'latitude': '41.730658', 'longitude': '-87.643338'}"
3668,9.6,9.1,"{'latitude': '41.732432', 'longitude': '-87.6434'}"
3669,5.5,14.1,"{'latitude': '41.734215', 'longitude': '-87.643458'}"
3670,109.7,224.8,"{'latitude': '41.735773', 'longitude': '-87.64349'}"
3671,23.2,25.4,"{'latitude': '41.73721472', 'longitude': '-87.64352181'}"
3673,18.9,19,"{'latitude': '41.74143804', 'longitude': '-87.64369698'}"
3674,57,45.4,"{'latitude': '41.743255', 'longitude': '-87.643747'}"
3675,16.7,55.6,"{'latitude': '41.74513466', 'longitude': '-87.64379295'}"
3677,2.6,14.8,"{'latitude': '41.74874573', 'longitude': '-87.64381268'}"
3680,183.4,417.5,"{'latitude': '41.751073', 'longitude': '-87.627593'}"
3681,686.8,51.1,"{'latitude': '41.74969478', 'longitude': '-87.64368096'}"
3682,39.1,5.5,"{'latitude': '41.74890321', 'longitude': '-87.64407372'}"
3683,32.4,18.7,"{'latitude': '41.74706941', 'longitude': '-87.64405165'}"
3684,48.1,26.8,"{'latitude': '41.74525918', 'longitude': '-87.64396853'}"
3685,47.8,54.4,"{'latitude': '41.743515', 'longitude': '-87.643883'}"
3686,14,29.3,"{'latitude': '41.74159366', 'longitude': '-87.64387169'}"
3687,14.1,24,"{'latitude': '41.73994525', 'longitude': '-87.6438183'}"
3688,19.6,37.5,"{'latitude': '41.73738016', 'longitude': '-87.64372671'}"
3690,14.5,8.9,"{'latitude': '41.73446', 'longitude': '-87.643668'}"
3691,8.8,16.7,"{'latitude': '41.73262594', 'longitude': '-87.64365322'}"
3692,14.8,18.8,"{'latitude': '41.73084725', 'longitude': '-87.64359967'}"
3693,1.4,4,"{'latitude': '41.730025', 'longitude': '-87.643533'}"
3694,11.4,21.4,"{'latitude': '41.728917', 'longitude': '-87.643492'}"
3695,4.8,18.7,"{'latitude': '41.72707', 'longitude': '-87.643452'}"
3696,9.4,31.3,"{'latitude': '41.72504112', 'longitude': '-87.64344256'}"
3697,3.8,63,"{'latitude': '41.723228', 'longitude': '-87.643378'}"
3698,427.3,196.2,"{'latitude': '41.72100029', 'longitude': '-87.64332714'}"
3699,13.9,19,"{'latitude': '41.71939767', 'longitude': '-87.64329073'}"
3700,11,17.9,"{'latitude': '41.717752', 'longitude': '-87.643212'}"
3701,20.9,47.6,"{'latitude': '41.716068', 'longitude': '-87.643193'}"
3703,9.1,50,"{'latitude': '41.712522', 'longitude': '-87.643075'}"
3704,14.3,58.3,"{'latitude': '41.71071', 'longitude': '-87.643023'}"
3705,11.1,63.9,"{'latitude': '41.7089', 'longitude': '-87.64298'}"
3707,17.5,30.3,"{'latitude': '41.705248', 'longitude': '-87.64289'}"
3708,18.7,43.1,"{'latitude': '41.703433', 'longitude': '-87.642832'}"
3709,14.5,65,"{'latitude': '41.701568', 'longitude': '-87.64277'}"
3711,2.5,21.3,"{'latitude': '41.69798', 'longitude': '-87.642658'}"
3712,12.9,77.7,"{'latitude': '41.696113', 'longitude': '-87.64259'}"
3713,8.8,45.8,"{'latitude': '41.694327', 'longitude': '-87.642535'}"
3714,96.7,263.7,"{'latitude': '41.69244704', 'longitude': '-87.64250468'}"
3715,12.2,35.8,"{'latitude': '41.69060778', 'longitude': '-87.64245354'}"
3716,25.1,44.1,"{'latitude': '41.688848', 'longitude': '-87.64236'}"
3717,8.5,50.7,"{'latitude': '41.687032', 'longitude': '-87.642317'}"
3718,86.3,173.1,"{'latitude': '41.68519279', 'longitude': '-87.64227929'}"
3719,35.5,48.6,"{'latitude': '41.68299913', 'longitude': '-87.64221458'}"
3720,15.1,69.2,"{'latitude': '41.68157092', 'longitude': '-87.64216356'}"
3721,3.6,55.5,"{'latitude': '41.679783', 'longitude': '-87.642082'}"
3724,183.9,345.8,"{'latitude': '41.96970081', 'longitude': '-87.76157602'}"
3725,189.9,7.1,"{'latitude': '41.96900846', 'longitude': '-87.76184809'}"
3726,239.1,12,"{'latitude': '41.9677904', 'longitude': '-87.76028067'}"
3727,19.4,0.5,"{'latitude': '41.9678165', 'longitude': '-87.7592511'}"
3728,16,3.2,"{'latitude': '41.96782509', 'longitude': '-87.75775892'}"
3729,18.4,10,"{'latitude': '41.96783793', 'longitude': '-87.75514647'}"
3730,50.5,28.7,"{'latitude': '41.967911', 'longitude': '-87.752732'}"
3731,28.7,19.3,"{'latitude': '41.967933', 'longitude': '-87.750639'}"
3732,71.9,24.8,"{'latitude': '41.96795547', 'longitude': '-87.74795403'}"
3733,54.4,44.4,"{'latitude': '41.96798572', 'longitude': '-87.74540135'}"
3734,30.7,21.3,"{'latitude': '41.968024', 'longitude': '-87.742962'}"
3737,77.7,36,"{'latitude': '41.96807336', 'longitude': '-87.73552925'}"
3738,62.1,39.9,"{'latitude': '41.96809559', 'longitude': '-87.7330613'}"
3739,83.9,35,"{'latitude': '41.96811322', 'longitude': '-87.73058165'}"
3740,592.2,256.7,"{'latitude': '41.96815305', 'longitude': '-87.72816294'}"
3741,352.8,107.5,"{'latitude': '41.968148', 'longitude': '-87.72569382'}"
3742,180.8,62,"{'latitude': '41.96819794', 'longitude': '-87.72324927'}"
3743,176.2,94.9,"{'latitude': '41.96821766', 'longitude': '-87.72080234'}"
3745,98.7,120.6,"{'latitude': '41.96829149', 'longitude': '-87.71592025'}"
3746,546.8,933.7,"{'latitude': '41.96833126', 'longitude': '-87.7130492'}"
3747,84.1,97.5,"{'latitude': '41.96832686', 'longitude': '-87.71102489'}"
3748,264.7,235.1,"{'latitude': '41.9683548', 'longitude': '-87.70861319'}"
3749,121.3,73.2,"{'latitude': '41.96839625', 'longitude': '-87.70614168'}"
3750,113.2,47,"{'latitude': '41.96843198', 'longitude': '-87.70371655'}"
3751,8.2,4.9,"{'latitude': '41.96844411', 'longitude': '-87.70106844'}"
3752,76.7,89.5,"{'latitude': '41.96844651', 'longitude': '-87.69886939'}"
3753,58.5,69.1,"{'latitude': '41.96845261', 'longitude': '-87.69632581'}"
3755,42.1,65.8,"{'latitude': '41.96850046', 'longitude': '-87.69148758'}"
3756,572.5,547.9,"{'latitude': '41.96853652', 'longitude': '-87.68914186'}"
3759,201.3,249,"{'latitude': '41.96866125', 'longitude': '-87.6816675'}"
3760,108.5,127.6,"{'latitude': '41.96867195', 'longitude': '-87.67934992'}"
3762,51.2,72.5,"{'latitude': '41.96874279', 'longitude': '-87.6739681'}"
3764,49.5,82.5,"{'latitude': '41.96877916', 'longitude': '-87.67113116'}"
3766,130.8,333.8,"{'latitude': '41.96881845', 'longitude': '-87.66762951'}"
3767,11.4,34.8,"{'latitude': '41.96887203', 'longitude': '-87.66464155'}"
3768,20.5,121.8,"{'latitude': '41.96890352', 'longitude': '-87.66313317'}"
3769,55.5,828.7,"{'latitude': '41.96894567', 'longitude': '-87.6598377'}"
3770,59.1,394.7,"{'latitude': '41.968986', 'longitude': '-87.6586045'}"
3771,16.4,156.2,"{'latitude': '41.96901049', 'longitude': '-87.65634454'}"
3773,29.7,179.6,"{'latitude': '41.96566508', 'longitude': '-87.64858021'}"
3774,129.3,60.3,"{'latitude': '41.966488', 'longitude': '-87.648792'}"
3775,73.4,43.6,"{'latitude': '41.96734713', 'longitude': '-87.6490521'}"
3776,166.6,9.1,"{'latitude': '41.969192', 'longitude': '-87.650351'}"
3777,102.4,8.5,"{'latitude': '41.96915392', 'longitude': '-87.65301927'}"
3780,500.9,123.8,"{'latitude': '41.96909619', 'longitude': '-87.65861054'}"
3781,1017.5,75.8,"{'latitude': '41.96909402', 'longitude': '-87.65993993'}"
3782,65.2,17.2,"{'latitude': '41.96902983', 'longitude': '-87.66289585'}"
