4.187632184000000279e+01,-8.777410482000000513e+01
4.187706679000000065e+01,-8.777131794000000298e+01
4.187695724999999669e+01,-8.776975038999999867e+01
4.187702417999999938e+01,-8.776745055000000661e+01
4.187651300000000276e+01,-8.776144600000000651e+01
4.187655197000000129e+01,-8.775892543999999873e+01
4.187656400000000190e+01,-8.775731299999999635e+01
4.187659462999999960e+01,-8.775461525999999424e+01
4.187662061999999707e+01,-8.774912362000000599e+01
4.187668891999999943e+01,-8.774701736999999468e+01
4.187676314000000133e+01,-8.774483066000000520e+01
4.187682974999999885e+01,-8.774254901000000473e+01
4.187683358000000311e+01,-8.774058524999999520e+01
4.187685747999999819e+01,-8.773934697999999344e+01
4.187688571999999709e+01,-8.773761421000000382e+01
4.187691497000000140e+01,-8.773515881999999522e+01
4.187693300000000107e+01,-8.773265000000000668e+01
4.187696300000000349e+01,-8.773019999999999641e+01
4.187700660000000141e+01,-8.772780787000000657e+01
4.187704003000000341e+01,-8.772532922999999982e+01
4.187706854999999706e+01,-8.772295440999999983e+01
4.187708065000000346e+01,-8.772082663999999852e+01
4.187714181999999852e+01,-8.771547719999999515e+01
4.187718100000000021e+01,-8.771324099999999646e+01
4.187723116000000090e+01,-8.770827663999999402e+01
4.187725804000000096e+01,-8.770577393000000654e+01
4.187728800000000007e+01,-8.770332299999999748e+01
4.187731800000000248e+01,-8.770086700000000235e+01
4.187734799999999780e+01,-8.769840999999999553e+01
4.187737082000000299e+01,-8.769595515000000319e+01
4.187739942999999698e+01,-8.769355299000000059e+01
4.187742360000000019e+01,-8.769165753000000052e+01
4.187747800000000353e+01,-8.768609299999999962e+01
4.187749600000000072e+01,-8.768365199999999504e+01
4.187754395999999701e+01,-8.768127094000000454e+01
4.187739502000000158e+01,-8.767873586999999702e+01
4.187742099999999823e+01,-8.767667235000000403e+01
4.187513746999999853e+01,-8.767664238999999782e+01
4.187405900000000258e+01,-8.767133400000000165e+01
4.187409000000000248e+01,-8.766923099999999636e+01
4.187508697999999896e+01,-8.766643193999999539e+01
4.187655157999999744e+01,-8.766651521000000002e+01
4.187743987999999717e+01,-8.767402389000000085e+01
4.187748733000000101e+01,-8.767103731000000266e+01
4.187752439999999865e+01,-8.766899046999999712e+01
4.187755467000000209e+01,-8.766689064999999914e+01
4.187758999999999787e+01,-8.766406800000000032e+01
4.187763400000000047e+01,-8.766165200000000368e+01
4.187772930999999943e+01,-8.765677915999999925e+01
4.187775100000000350e+01,-8.765433799999999565e+01
4.187780698000000257e+01,-8.765169869000000347e+01
4.187784819000000169e+01,-8.764946073000000126e+01
4.187788979999999839e+01,-8.764696657999999729e+01
4.187792686000000231e+01,-8.764375065000000120e+01
4.187799700000000058e+01,-8.763977599999999768e+01
4.187808100000000167e+01,-8.763286800000000198e+01
4.187812100000000015e+01,-8.762946700000000533e+01
4.187814099999999939e+01,-8.762789899999999932e+01
4.187820800000000077e+01,-8.762575200000000564e+01
4.187627100000000269e+01,-8.762439600000000439e+01
4.187485808999999648e+01,-8.762355112999999562e+01
4.187669000000000352e+01,-8.762416000000000338e+01
4.187813500000000033e+01,-8.762419300000000533e+01
4.187957500000000266e+01,-8.762588399999999922e+01
4.187942600000000226e+01,-8.763402399999999659e+01
4.187677800000000161e+01,-8.764231900000000053e+01
4.187675999999999732e+01,-8.764378200000000163e+01
4.187672599999999790e+01,-8.764704799999999807e+01
4.187668200000000240e+01,-8.764940099999999745e+01
4.187661688000000026e+01,-8.765440719999999430e+01
4.187657583000000017e+01,-8.765680351999999687e+01
4.187652937000000009e+01,-8.765932105999999635e+01
4.187644664999999833e+01,-8.766410016999999755e+01
4.187640947999999952e+01,-8.766647086999999772e+01
4.187632903000000084e+01,-8.767187647000000084e+01
4.187624199999999774e+01,-8.767405700000000479e+01
4.187624000000000279e+01,-8.767607200000000489e+01
4.187420999999999793e+01,-8.766897000000000162e+01
4.187414150000000035e+01,-8.767454700999999773e+01
4.187410933999999685e+01,-8.767632052999999814e+01
4.187740941999999933e+01,-8.767635135999999818e+01
4.187755894000000012e+01,-8.769097077000000695e+01
4.187752503000000104e+01,-8.769403232000000514e+01
4.187749585000000252e+01,-8.769648347000000399e+01
4.187747326000000214e+01,-8.769877879999999948e+01
4.187744329000000221e+01,-8.770133445999999822e+01
4.187740981999999690e+01,-8.770378268999999705e+01
4.187739519000000143e+01,-8.770627811999999324e+01
4.187737010000000026e+01,-8.770855292000000247e+01
4.187735314999999758e+01,-8.771111732999999333e+01
4.187730565999999754e+01,-8.771365566999999430e+01
4.187701673000000113e+01,-8.771586949999999661e+01
4.187721049999999678e+01,-8.772104801999999779e+01
4.187716840000000218e+01,-8.772332491999999604e+01
4.187713665999999790e+01,-8.772579473000000405e+01
4.187710764999999924e+01,-8.772819551000000615e+01
4.187707727000000091e+01,-8.773064872999999864e+01
4.187709449999999833e+01,-8.773310614000000385e+01
4.187701751000000172e+01,-8.773555570999999986e+01
4.187698719000000125e+01,-8.773799099999999385e+01
4.187696337999999940e+01,-8.773943465000000685e+01
4.187696546000000097e+01,-8.774069588000000408e+01
4.187692666000000230e+01,-8.774280740999999750e+01
4.187685892999999737e+01,-8.774541897999999662e+01
4.187682102000000128e+01,-8.774713902999999959e+01
4.187680393000000123e+01,-8.774934027999999842e+01
4.187675729000000047e+01,-8.775161217000000136e+01
4.187672857999999820e+01,-8.775353527999999415e+01
4.187673037999999792e+01,-8.775523999000000686e+01
4.187667679999999848e+01,-8.775782934000000068e+01
4.187664898999999963e+01,-8.775967823999999951e+01
4.187661211999999722e+01,-8.776154549000000316e+01
4.187660364999999985e+01,-8.776459825000000592e+01
4.187716980999999805e+01,-8.776801292000000387e+01
4.187710990000000066e+01,-8.776974452999999698e+01
4.187723808999999875e+01,-8.777130270000000678e+01
4.187268300000000210e+01,-8.776479999000000021e+01
4.187280299999999755e+01,-8.776165399999999295e+01
4.187290000000000134e+01,-8.775936699999999746e+01
4.187285500000000127e+01,-8.775751999999999953e+01
4.187288252999999827e+01,-8.775449102000000323e+01
4.187289308999999804e+01,-8.775318511000000399e+01
4.187300185000000141e+01,-8.774920831999999393e+01
4.187306462000000096e+01,-8.774514555999999743e+01
4.187309900000000340e+01,-8.774266099999999824e+01
4.187319800000000214e+01,-8.774089299999999980e+01
